,Actor,Louvain,K-mean,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
10,Countess Lidia Ivanovna,1,2,-0.16271145641803741,-0.4504821002483368,-0.3112085461616516,-0.41246169805526733,0.53687983751297,0.15848657488822937,-0.09574159234762192,-0.07332216203212738,-0.2888427972793579,-0.3633852005004883,-0.2723391056060791,0.38348689675331116,0.15252020955085754,-0.20049312710762024,0.2880408465862274,-0.18363037705421448,0.4034964144229889,0.2131051868200302,-0.029578188434243202,-0.6260897517204285,0.24640370905399323,-0.36016419529914856,-0.3590083122253418,-0.18493090569972992,0.09801340103149414,-0.5071833729743958,0.1834898442029953,-0.24087129533290863,0.2093248963356018,-0.010320520959794521,0.4440344572067261,-0.005531803239136934,0.1306040734052658,-0.3031361997127533,-0.08230070769786835,-0.19899672269821167,0.09289298206567764,0.12163698673248291,0.2358551323413849,-0.20170803368091583,0.02410251833498478,0.43471911549568176,0.11803417652845383,-0.1471766084432602,-0.1698984056711197,0.2666081488132477,-0.16404372453689575,0.08183752000331879,-0.04780871048569679,-0.212716743350029,-0.00963072944432497,-0.033364638686180115,-0.503982424736023,0.18419843912124634,0.27168020606040955,0.5080996751785278,0.04432947188615799,-0.5559906959533691,0.12533177435398102,0.10447419434785843,0.11469517648220062,-0.4163958728313446,-0.0694766715168953,-0.3240068554878235,-0.06671396642923355,0.13560861349105835,0.14154648780822754,-0.06544310599565506,0.270451158285141,0.07117139548063278,0.3962608277797699,-0.2108563333749771,0.403451144695282,-0.21895477175712585,0.05464599281549454,-0.022668903693556786,-0.35373881459236145,0.23851554095745087,-0.4048755466938019,0.05468745902180672,-0.19746306538581848,-0.13957840204238892,-0.5307912230491638,0.30066636204719543,-0.7210491299629211,-0.25245562195777893,0.2550046145915985,-0.1073843315243721,0.33651092648506165,0.7253762483596802,0.3198990821838379,0.03805239498615265,-0.08858946710824966,-0.4071525037288666,-0.1772836595773697,0.0642772689461708,-0.18149696290493011,0.5397482514381409,0.2909570336341858,0.1542581021785736,-0.4032437205314636,-0.06659964472055435,0.018707741051912308,-0.31860077381134033,0.163141667842865,-0.21690762042999268,-0.2620418965816498,-0.1466514766216278,-0.2878642976284027,0.006198775954544544,0.1503800004720688,-0.15199822187423706,-0.05894206836819649,0.061730243265628815,-0.2139836549758911,-0.0500127337872982,0.039591770619153976,-0.26457345485687256,0.13580076396465302,0.24284513294696808,0.2192849963903427,0.058718763291835785,0.07028738409280777,0.12493441253900528,-0.2182455062866211,-0.03795642405748367,0.10755789279937744,0.2005721926689148
11,Lieutenant Petritsky,1,2,-0.45834487676620483,-0.26702216267585754,-0.5511343479156494,0.0910034030675888,0.10177341103553772,0.15156015753746033,-0.34455135464668274,0.19439463317394257,-0.03261560574173927,0.48120129108428955,0.025149159133434296,-0.2953205406665802,-0.1120581179857254,0.532599925994873,0.14004528522491455,0.2457239329814911,0.14581458270549774,-0.06004932522773743,-0.15754400193691254,-0.5539578795433044,0.8089941143989563,-0.41059431433677673,-0.48932909965515137,0.0024378274101763964,0.2437814474105835,-0.7200337648391724,0.9221906065940857,-0.45241543650627136,0.397538423538208,0.2961708605289459,0.08539312332868576,0.27195271849632263,-0.01929570361971855,-0.1538742482662201,0.2973378002643585,-0.41162583231925964,-0.15068422257900238,0.7636309862136841,-0.24292339384555817,0.36785459518432617,-0.3855631947517395,0.022037316113710403,0.18982571363449097,-0.23662419617176056,0.13484780490398407,-0.2638639211654663,-0.35610899329185486,-0.32070955634117126,-0.5378944277763367,-0.22931651771068573,0.4216371774673462,-0.08076214790344238,-0.3659116327762604,0.8757627010345459,-0.4217504560947418,0.042218632996082306,-0.3821219205856323,-0.2705838978290558,-0.1289735734462738,0.9489126801490784,0.6527234315872192,0.42486125230789185,0.5504054427146912,-0.5969672203063965,-0.02000666968524456,0.4621371030807495,-0.37438830733299255,0.7272310853004456,0.5807226300239563,-0.3601537048816681,-0.06380049884319305,-0.10547269880771637,-0.6819484233856201,0.05067436769604683,0.019664714112877846,-0.017168592661619186,-0.8081883788108826,0.251911997795105,-0.31710031628608704,-0.041385065764188766,0.6136138439178467,-0.034793976694345474,0.05660499632358551,0.003928991034626961,-0.31476473808288574,0.6405177116394043,0.3406314253807068,0.023886553943157196,-0.09317810833454132,0.994848370552063,0.3927459418773651,0.18132655322551727,0.45446255803108215,-0.18495085835456848,-0.5138724446296692,0.47413352131843567,0.3238775432109833,0.13752904534339905,-0.2871764600276947,0.45724397897720337,-0.4795648157596588,0.3211916387081146,0.07799974083900452,-0.02266654558479786,-0.2108110785484314,0.11753899604082108,0.2578483521938324,0.404666543006897,0.5378063917160034,0.27022430300712585,0.02431311272084713,0.005981525406241417,-0.08924248069524765,-0.1725323349237442,-0.6445983648300171,-0.2738645374774933,-0.35559171438217163,-0.15681028366088867,-0.025059858337044716,-0.6516463160514832,-0.6280415058135986,0.6101601719856262,-0.3557372987270355,0.252657413482666,0.09629380702972412,0.08763706684112549,-0.38369521498680115,0.09494718164205551
12,Captain Yashvin,1,2,-0.15192872285842896,-0.15120095014572144,-0.37796348333358765,0.0048289247788488865,0.23397909104824066,-0.020898917689919472,-0.3039844334125519,0.06615681201219559,-0.15164326131343842,0.14639943838119507,0.009834758937358856,-0.12589339911937714,-0.03323819115757942,0.16055263578891754,0.01108784880489111,0.046948667615652084,0.12617725133895874,-0.13483767211437225,0.09033903479576111,-0.3485356569290161,0.4521838426589966,-0.19929827749729156,-0.2634890675544739,0.06723278760910034,0.1490539014339447,-0.4616626799106598,0.46734359860420227,-0.23260436952114105,0.2081274688243866,0.10387244820594788,0.20587798953056335,0.20597390830516815,-0.15132634341716766,-0.02440769597887993,0.29269644618034363,-0.2561781406402588,-0.06089261919260025,0.3626847267150879,-0.07104695588350296,0.1762862652540207,-0.1043245866894722,0.1569463014602661,0.02991243079304695,-0.1181655302643776,0.09716129302978516,-0.11544384062290192,-0.21998055279254913,-0.07499729841947556,-0.33245423436164856,-0.17370042204856873,0.24024946987628937,0.048941005021333694,-0.264043927192688,0.5292233228683472,-0.16686874628067017,0.11997292935848236,-0.35451656579971313,-0.12662164866924286,-0.09964710474014282,0.5726348757743835,0.30742597579956055,0.06017085164785385,0.4280337691307068,-0.4688820540904999,-0.05358044430613518,0.39855411648750305,-0.20007382333278656,0.462593674659729,0.4813978672027588,-0.13522420823574066,0.08271993696689606,-0.13123756647109985,-0.4064769148826599,0.0397176556289196,0.16249598562717438,-0.059507932513952255,-0.5297835469245911,0.21186433732509613,-0.19669918715953827,-0.05085068568587303,0.3487703800201416,-0.0624530166387558,-0.05786292999982834,0.0711933895945549,-0.3343835175037384,0.3359733521938324,0.19707627594470978,-0.11498744785785675,-0.09685998409986496,0.6486273407936096,0.204367995262146,0.09627647697925568,0.10562393814325333,-0.21940064430236816,-0.3969213366508484,0.23720553517341614,0.20176078379154205,0.2079792022705078,-0.13138806819915771,0.33605262637138367,-0.3133135437965393,0.2939958870410919,-0.059204019606113434,-0.12515844404697418,0.04890863224864006,0.1587449312210083,-0.10329071432352066,0.2208595722913742,0.25753939151763916,0.10208000242710114,0.03665758669376373,-0.07358240336179733,0.011350349523127079,-0.07848581671714783,-0.2797791063785553,-0.10137535631656647,-0.21479590237140656,-0.09996162354946136,-0.11227639764547348,-0.2742796838283539,-0.272178053855896,0.3151482343673706,-0.16447986662387848,0.11907492578029633,-0.039041247218847275,0.1242009624838829,-0.183575838804245,0.04210880398750305
13,Prince Alexander Shtcherbatsky,0,1,0.1557641625404358,0.0980667844414711,-0.007824496366083622,-0.1206858903169632,-0.15905143320560455,0.09443943202495575,0.23482000827789307,0.09273550659418106,0.02405727282166481,-0.2480064183473587,0.023111311718821526,0.10625331103801727,0.042505908757448196,0.06658816337585449,0.14915983378887177,-0.01515159010887146,0.08662275969982147,0.011179320514202118,-0.20345857739448547,0.11805879324674606,-0.07488295435905457,-0.0020465825218707323,-0.11241326481103897,-0.10086382925510406,0.19391869008541107,0.2192246913909912,-0.018859347328543663,0.06623487919569016,0.20085424184799194,-0.06490416824817657,0.06380385905504227,-0.1015908494591713,-0.19834135472774506,-0.2551676630973816,-0.1331866979598999,0.09966298192739487,0.1226593405008316,-0.21970456838607788,0.34308502078056335,0.011109478771686554,-0.021451067179441452,0.16728369891643524,0.09173046797513962,-0.25052809715270996,0.009087697602808475,0.10629096627235413,-0.06832361966371536,0.004717717412859201,-0.12148799002170563,0.01477799378335476,0.12518520653247833,-0.011845205910503864,0.06650739163160324,-0.16021057963371277,0.21036411821842194,0.06101151555776596,-0.05261052027344704,-0.33444586396217346,0.10447979718446732,-0.2080020010471344,-0.008586880750954151,-0.2053680717945099,-0.1623307168483734,0.07825777679681778,-0.1936051845550537,-0.3567492663860321,0.13062140345573425,-0.18887408077716827,-0.09224186092615128,-0.11015183478593826,0.09177729487419128,0.03659600764513016,0.06703625619411469,-0.02049213834106922,-0.13923488557338715,0.2715848982334137,-0.04256097227334976,0.0389266274869442,-0.02365780621767044,-0.2684383690357208,-0.2281765341758728,-0.020763203501701355,-0.09415756911039352,-0.05704033374786377,0.09845975786447525,-0.1867031753063202,-0.21191948652267456,0.02302408404648304,-0.0651659294962883,-0.016050660982728004,-0.15405108034610748,0.03746367245912552,-0.11519148200750351,0.015333862043917179,0.09011917561292648,-0.09555836766958237,-0.09299236536026001,-0.08763235062360764,0.18162313103675842,-0.08191004395484924,-0.006467806175351143,-0.02951529063284397,-0.07633232325315475,0.009625516831874847,-0.1578342467546463,-0.29225844144821167,0.17868295311927795,0.037362467497587204,-0.004943360574543476,0.12380386888980865,-0.02859598398208618,0.028149588033556938,0.09150304645299911,-0.11330144852399826,-0.05797717347741127,0.025296900421380997,-0.04354348033666611,-0.0619078055024147,-0.08989851176738739,0.06086389347910881,0.17773306369781494,-0.062085527926683426,0.06965266168117523,-0.005572573747485876,-0.04506729170680046,-0.12260513007640839,0.06503872573375702,-0.1792149394750595
14,Prince Stepan Arkadyevitch Oblonsky,0,0,0.12187092751264572,-0.08384822309017181,-0.12465474009513855,0.0622844360768795,-0.009477481245994568,0.06466206908226013,0.03384511545300484,0.13038969039916992,0.043028563261032104,-0.050414007157087326,-0.043911028653383255,0.10716313123703003,0.12495428323745728,0.09481996297836304,0.10141388326883316,0.01277605164796114,0.10994791239500046,-0.01669200509786606,-0.11696615070104599,-0.011302473954856396,-0.04345005378127098,-0.03230704739689827,-0.059185970574617386,-0.056729793548583984,0.11215078085660934,0.011162837967276573,0.04347093030810356,-0.07393016666173935,0.2191466987133026,-0.07124505937099457,-0.02273978479206562,-0.04848124086856842,-0.08715298026800156,-0.04350028187036514,0.0024616254959255457,0.030493751168251038,0.049676720052957535,0.02418012171983719,0.16572603583335876,0.05385664477944374,0.011318317614495754,0.07868780940771103,-0.006764163728803396,-0.22043539583683014,0.02162192016839981,0.03167802840471268,0.03248213231563568,-0.004464801400899887,-0.12416601926088333,-0.03205478936433792,0.09627120196819305,-0.03465256839990616,0.0892879068851471,-0.003764566034078598,0.09151671826839447,0.019685642793774605,-0.08413270860910416,-0.15667562186717987,0.0166611447930336,0.02826681174337864,0.020066475495696068,-0.1663859784603119,-0.11074165999889374,-0.13634724915027618,-0.0774860829114914,-0.10077884048223495,-0.02575790137052536,0.031182456761598587,0.021450044587254524,-0.08728215843439102,0.045142773538827896,0.043918125331401825,-0.1505216807126999,-0.026476889848709106,-0.08196911215782166,0.19498343765735626,-0.082176074385643,0.011642063036561012,0.03374357521533966,-0.11598795652389526,-0.05415700003504753,-0.05199214443564415,-0.07155638188123703,-0.03085559979081154,0.10806100815534592,-0.12234730273485184,-0.07291591167449951,0.005145226139575243,-0.12687675654888153,0.01950773224234581,-0.15209686756134033,-0.008411931805312634,-0.15294723212718964,-0.013089810498058796,0.0124533511698246,-0.07864847034215927,-0.16780535876750946,-0.017122527584433556,0.07122821360826492,0.026249494403600693,0.010272663086652756,0.08129740506410599,0.00485971150919795,0.0628880187869072,-0.15244369208812714,-0.04312337562441826,0.08561000227928162,0.09295831620693207,0.0961901843547821,-0.01510433480143547,-0.07230042666196823,0.07701350748538971,-0.00455045560374856,-0.13069061934947968,-0.1257186233997345,0.02549070119857788,0.012176482006907463,-0.06668266654014587,-0.11067812144756317,0.05152217671275139,0.03762178495526314,-0.02117595449090004,0.01220397837460041,0.04297807067632675,0.012822886928915977,0.016784844920039177,-0.04322552680969238,-0.14352348446846008
15,Alexey Alexandrovitch Karenin,1,2,-0.00023277725267689675,-0.3088447153568268,-0.28144538402557373,-0.21445144712924957,0.403264582157135,0.07524432241916656,-0.20247654616832733,-0.12537021934986115,-0.20597873628139496,-0.2102813869714737,-0.2844415009021759,0.3023987412452698,0.09782513231039047,-0.1294795125722885,0.16774675250053406,-0.16967611014842987,0.31256237626075745,0.13473285734653473,0.08259528130292892,-0.5275911688804626,0.21304261684417725,-0.15999749302864075,-0.31248751282691956,-0.10373515635728836,0.02468295581638813,-0.46182146668434143,0.07107153534889221,-0.24901823699474335,0.1368972212076187,0.05984583869576454,0.3978215754032135,-0.05716722086071968,-0.020706981420516968,-0.08869516849517822,0.08705529570579529,-0.1302354335784912,-0.006503893993794918,0.2384909838438034,0.2052326500415802,-0.07822632044553757,0.07708040624856949,0.29054147005081177,-0.00987717229872942,-0.12113974243402481,0.015115858986973763,0.2324639856815338,-0.12496761232614517,0.16007129848003387,-0.03969590365886688,-0.2440713793039322,-0.08160064369440079,0.03125624731183052,-0.41687992215156555,0.09225565940141678,0.15984001755714417,0.37288227677345276,-0.008267534896731377,-0.4045555889606476,-0.0008337832987308502,0.18796636164188385,0.15223148465156555,-0.43671563267707825,-0.018817821517586708,-0.4290308654308319,-0.10121358931064606,0.14680401980876923,0.02768431231379509,0.08039350062608719,0.28492239117622375,0.2492258995771408,0.3660496175289154,-0.2189951241016388,0.2860971689224243,-0.12410460412502289,0.14779981970787048,-0.05145760253071785,-0.2641063332557678,0.17256438732147217,-0.3143925666809082,0.05679977685213089,-0.0633525550365448,-0.07509508728981018,-0.35847508907318115,0.2606734335422516,-0.4769834876060486,-0.20674507319927216,0.15551283955574036,-0.12462952733039856,0.16170087456703186,0.5340204834938049,0.23334072530269623,0.04942326992750168,-0.164110466837883,-0.33452263474464417,-0.23781274259090424,0.15143859386444092,-0.23103086650371552,0.4578491151332855,0.18099723756313324,0.19831594824790955,-0.2452889084815979,0.07017586380243301,-0.08315583318471909,-0.30357369780540466,0.12772512435913086,-0.08978154510259628,-0.385331392288208,-0.046274054795503616,-0.1302601397037506,-0.0023140280973166227,0.10378319770097733,-0.09727782011032104,-0.006790530402213335,0.0516686774790287,-0.16487635672092438,0.007310143671929836,0.022975917905569077,-0.17885354161262512,-0.013212946243584156,0.23602266609668732,0.17629826068878174,0.0005691499682143331,0.034049082547426224,0.1287708729505539,-0.22049374878406525,0.06542623788118362,0.07591941207647324,0.15607096254825592
16,Yegorushka Korsunsky,1,2,0.12402992695569992,-0.08320394903421402,-0.12841449677944183,0.05344697833061218,-0.04084150120615959,0.05411629378795624,0.0721471831202507,0.0022125665564090014,-0.002059554448351264,-0.04262296110391617,-0.08247711509466171,-0.011517500504851341,0.04345322027802467,0.03420183062553406,-0.028129270300269127,-0.049123119562864304,0.13245682418346405,-0.06960417330265045,-0.010162044316530228,0.046413812786340714,-0.02055852673947811,-0.048239853233098984,-0.09318257123231888,0.03677875176072121,0.09100707620382309,-0.006920625455677509,-0.14235897362232208,-0.023705769330263138,0.09412730485200882,0.026721246540546417,0.033880822360515594,-0.006146848201751709,-0.16489964723587036,0.029028333723545074,0.05022502318024635,0.044189613312482834,0.13179822266101837,0.056318286806344986,0.12948019802570343,0.0046315244399011135,0.1505415290594101,0.07979633659124374,-0.14087505638599396,-0.029507385566830635,0.15838254988193512,-0.07862840592861176,-0.005294739734381437,0.04993201419711113,0.009796561673283577,-0.049919601529836655,-0.03547558933496475,-0.009950929321348667,-0.0068663074634969234,0.11403067409992218,-0.027695154771208763,-0.07880865037441254,-0.1017351895570755,-0.12847331166267395,-0.09966706484556198,0.002891605021432042,-0.024553362280130386,-0.1971740424633026,0.03862882778048515,-0.23993374407291412,-0.16860507428646088,-0.02257559448480606,-0.11222834140062332,0.03160426765680313,0.19225285947322845,0.12677931785583496,0.13457055389881134,0.0032153252977877855,-0.0501837395131588,0.021225297823548317,0.042095523327589035,0.08002837747335434,-0.18342390656471252,-0.004204370081424713,-0.130850687623024,-0.0024891337379813194,0.04563647881150246,-0.054270338267087936,-0.12256529927253723,-0.054094038903713226,-0.06989097595214844,-0.06616025418043137,-0.16323913633823395,-0.018881918862462044,-0.06540985405445099,0.04340721294283867,-0.1482720673084259,-0.06924649327993393,-0.1970713883638382,-0.06554390490055084,-0.07208792120218277,0.008287875913083553,-0.15169960260391235,0.12103431671857834,0.01089599821716547,0.04464564472436905,0.06523187458515167,0.2485640048980713,-0.10872680693864822,-0.049741268157958984,-0.08052279055118561,0.03214485943317413,-0.10694057494401932,0.07187050580978394,-0.00161641591694206,0.03387472778558731,-0.02003813534975052,-0.03365921229124069,-0.010196607559919357,-0.04848587512969971,-0.13004551827907562,0.10627331584692001,0.09846138209104538,-0.0418267622590065,-0.21848897635936737,0.20936501026153564,0.07343249022960663,-0.09891350567340851,0.003655544016510248,0.020014118403196335,-0.06377429515123367,0.1359071433544159,-0.11025892198085785,-0.04536650329828262
17,Agafea Mihalovna,0,1,0.20107686519622803,0.28834468126296997,0.08774048835039139,0.07386157661676407,-0.4232708513736725,0.06880193948745728,0.25874003767967224,0.16721679270267487,0.1621357798576355,-0.09228596836328506,0.12058258801698685,-0.05545233190059662,-0.007956156507134438,0.1707431524991989,0.03360256925225258,0.06253433972597122,-0.07974790036678314,-0.11784905195236206,-0.22234292328357697,0.3315810561180115,-0.11483907699584961,0.05354798957705498,-0.06185152381658554,-0.07112213969230652,0.2529059946537018,0.41824108362197876,-0.0177732203155756,0.1451960802078247,0.12985044717788696,0.007626865524798632,-0.0801994800567627,-0.1481894999742508,-0.3500792682170868,-0.18484936654567719,-0.08273591846227646,0.14240674674510956,0.13442522287368774,-0.18384987115859985,0.31823521852493286,0.08643577992916107,-0.13640329241752625,0.07621315121650696,0.04573474079370499,-0.20618580281734467,0.16128169000148773,-0.002785276621580124,-0.026268204674124718,-0.04298720508813858,-0.05599932372570038,0.08617652207612991,0.141802117228508,0.005510495509952307,0.22318939864635468,-0.16754068434238434,0.1036045104265213,-0.22039367258548737,-0.10956298559904099,-0.21650123596191406,0.02688651904463768,-0.19992557168006897,0.03846970573067665,-0.07893835753202438,-0.018251001834869385,0.11658786982297897,-0.1972324550151825,-0.4335421025753021,0.021612534299492836,-0.12543617188930511,-0.06260084360837936,-0.08259230107069016,-0.09374331682920456,0.15059998631477356,-0.11161013692617416,0.1668938249349594,-0.18191087245941162,0.2896084785461426,-0.05627550557255745,-0.021948926150798798,0.06259359419345856,-0.3509078621864319,-0.09127029031515121,0.05525781586766243,0.12856359779834747,-0.20213963091373444,0.35957014560699463,-0.07986569404602051,-0.3937518894672394,0.08134157210588455,-0.29761189222335815,-0.26044151186943054,-0.31048357486724854,0.037469781935214996,-0.08095049113035202,0.18688687682151794,0.14240530133247375,-0.11913291364908218,-0.005728305317461491,-0.285875141620636,0.09918707609176636,-0.06175602599978447,0.09833870083093643,0.014369137585163116,-0.04832496866583824,0.10809740424156189,-0.31643277406692505,-0.2426242232322693,0.343108206987381,0.11580827087163925,0.19510628283023834,0.2023560255765915,-0.09963259100914001,0.08039069920778275,0.13616377115249634,-0.1995519995689392,-0.09982918947935104,0.0786585658788681,-0.16820156574249268,0.03975573554635048,-0.13277119398117065,-0.006008762866258621,0.0834425613284111,-0.03332405909895897,-0.005290634464472532,-0.0073637827299535275,0.036981768906116486,-0.08234232664108276,0.018405824899673462,-0.25245970487594604
18,Princess Darya Alexandrovna,1,0,0.16091863811016083,-0.23270101845264435,-0.2528955936431885,0.058968015015125275,0.1976647824048996,0.003844258841127157,-0.052175432443618774,0.11801186203956604,0.030362160876393318,-0.21083806455135345,-0.09486643970012665,0.10978374630212784,0.1466408669948578,-0.04290424659848213,0.0056211757473647594,-0.0027370487805455923,0.2281574010848999,-0.10041661560535431,-0.016220124438405037,-0.023259518668055534,-0.22672516107559204,-0.021655624732375145,-0.019766123965382576,-0.03216249495744705,0.04241194948554039,-0.06984643638134003,-0.06386076658964157,0.010975761339068413,0.1919640451669693,-0.12394581735134125,0.025219913572072983,0.02686367928981781,-0.04798116534948349,0.12771449983119965,-0.03945744410157204,0.01162730436772108,0.1710812896490097,-0.18403379619121552,0.01046394370496273,-0.07472871989011765,0.24862352013587952,0.04228558391332626,-0.10497234761714935,-0.14249101281166077,0.049923595041036606,-0.05027535557746887,0.10346786677837372,0.0339374914765358,-0.1351710706949234,-0.08202176541090012,0.024769550189375877,-0.04171086475253105,0.013925617560744286,0.07339645177125931,0.17786642909049988,0.08793278783559799,-0.07432711124420166,-0.07299713790416718,0.0955619290471077,0.04289718717336655,-0.10915378481149673,-0.2840579152107239,-0.17412421107292175,-0.18270911276340485,-0.008496085181832314,-0.01940874382853508,-0.052673932164907455,0.07132579386234283,0.022112732753157616,-0.003972543869167566,0.16568222641944885,0.022189129143953323,-0.18855540454387665,-0.1767016500234604,0.12029041349887848,0.12044499069452286,-0.10856086015701294,0.06471963971853256,0.05915011838078499,-0.08383940905332565,-0.05674070864915848,-0.010992697440087795,-0.18443572521209717,-0.13357140123844147,-0.06114857643842697,-0.08684069663286209,0.06618232280015945,-0.043428655713796616,-0.13075964152812958,-0.08471596986055374,-0.2013707309961319,-0.0783872976899147,-0.33846622705459595,0.029967987909913063,0.09112869203090668,-0.10600932687520981,-0.23826166987419128,0.06586380302906036,0.1580849289894104,-0.04534205421805382,0.08856841921806335,0.19738218188285828,0.0025328723713755608,0.04306406527757645,0.0432501882314682,0.010568229481577873,-0.17715011537075043,0.06582844257354736,0.056418050080537796,-0.15464083850383759,-0.16240590810775757,0.13149221241474152,-0.11365646123886108,-0.04486025497317314,-0.008750654757022858,-0.0227825790643692,0.09691143780946732,-0.043019212782382965,-0.3456333577632904,0.10248657315969467,0.09456508606672287,-0.11448848992586136,0.1248258724808693,-0.00918065570294857,-0.013211578130722046,0.023144083097577095,-0.19983962178230286,-0.10386531800031662
19,Sergey Ivanovitch Koznishev,0,1,0.18549712002277374,0.20613530278205872,0.07025334984064102,0.05123850330710411,-0.2962115705013275,0.03970898687839508,0.1694040447473526,0.08264182507991791,0.019766423851251602,-0.20392851531505585,0.15453152358531952,0.1443481296300888,0.16377022862434387,0.04613113030791283,0.13088124990463257,0.008664723485708237,0.027289103716611862,-0.016033045947551727,-0.26185712218284607,0.26687121391296387,-0.12323413044214249,0.12116421014070511,0.02083827182650566,0.01871744729578495,0.2167639285326004,0.31814298033714294,0.006822582799941301,0.07204349339008331,0.1299869269132614,-0.15608924627304077,0.0761229395866394,-0.08562808483839035,-0.3504479229450226,-0.15614600479602814,-0.11583352833986282,-0.04347538575530052,-0.035854991525411606,-0.251446932554245,0.3411330282688141,0.1602572798728943,-0.05986529216170311,0.09354493767023087,0.14547361433506012,-0.3135875165462494,-0.032931823283433914,-0.012313665822148323,0.039619967341423035,-0.06989259272813797,-0.14304079115390778,0.08852646499872208,0.15461823344230652,-0.02616703137755394,0.23169411718845367,-0.2079879194498062,0.20814940333366394,0.004307257477194071,-0.12926055490970612,-0.12627148628234863,0.2312396764755249,-0.07185947149991989,-0.04355122521519661,-0.10100329667329788,-0.05291902646422386,0.06367386132478714,-0.16389554738998413,-0.29036498069763184,0.2183501422405243,-0.10021813958883286,-0.042352620512247086,-0.05447276681661606,-0.1256035715341568,0.20092268288135529,-0.16858504712581635,-0.0568053275346756,-0.12776289880275726,0.27480950951576233,0.014752862975001335,0.08648501336574554,0.08340783417224884,-0.3161241114139557,-0.17281973361968994,-0.018961027264595032,0.0835643857717514,0.05965078994631767,0.2557874917984009,-0.12535744905471802,-0.17213165760040283,-0.05916660279035568,-0.21381551027297974,-0.20789316296577454,-0.2613143026828766,0.19395054876804352,-0.1372058391571045,0.05326066166162491,0.03999687731266022,-0.23021209239959717,0.03339442238211632,-0.25514233112335205,0.07419232279062271,-0.05076410248875618,-0.05235525220632553,0.05563803017139435,-0.021333353593945503,-0.08540862798690796,-0.06680483371019363,-0.1441235989332199,0.2851530909538269,0.1981310099363327,0.07477264106273651,-0.00010448005923535675,-0.06864921748638153,-0.08397742360830307,0.1282208412885666,-0.24331319332122803,0.057151541113853455,0.0033592802938073874,-0.17208296060562134,-0.03477989137172699,0.005945103242993355,-0.13669680058956146,0.2507847547531128,-0.09286170452833176,0.060408204793930054,0.029583025723695755,0.08596231788396835,-0.01253379974514246,0.06458839774131775,-0.1741316169500351
20,Arseny Lvov,0,1,0.29751265048980713,0.16543515026569366,0.13530233502388,-0.06828078627586365,-0.24268114566802979,0.013276132754981518,0.35916242003440857,0.06544617563486099,-0.007452491670846939,-0.36642569303512573,0.13224418461322784,0.2552964985370636,0.06947563588619232,0.014146064408123493,0.10161495208740234,0.01911798119544983,0.14895908534526825,0.12133117020130157,-0.25990399718284607,0.4175742268562317,-0.28036782145500183,0.248349130153656,0.06798702478408813,0.09639944136142731,0.1530700922012329,0.43755146861076355,-0.31506985425949097,0.18569783866405487,0.14809100329875946,-0.18628396093845367,-0.03043028898537159,-0.052428390830755234,-0.26575517654418945,-0.15886512398719788,-0.176836296916008,0.07138866931200027,0.06550463289022446,-0.4734959006309509,0.40017396211624146,0.17084956169128418,0.2165367603302002,0.07350913435220718,0.18605008721351624,-0.316851943731308,-0.10587918013334274,-0.030780451372265816,0.06516213715076447,-0.05827399343252182,-0.16502748429775238,0.08353976905345917,0.07856900244951248,-0.07572773844003677,0.35783153772354126,-0.41955381631851196,0.2408878654241562,0.15338534116744995,-0.09695300459861755,-0.0539398230612278,0.3297595679759979,-0.3122975528240204,-0.3068089485168457,-0.321298748254776,-0.26308977603912354,0.1358090490102768,-0.3380317986011505,-0.5433192849159241,0.32526955008506775,-0.23414544761180878,-0.37991032004356384,-0.06807328015565872,0.08065997064113617,0.15623882412910461,-0.0893883928656578,-0.2351471185684204,-0.21804863214492798,0.4118313491344452,0.2804841697216034,-0.07968484610319138,0.1422559767961502,-0.38529837131500244,-0.39465808868408203,-0.015973176807165146,-0.049099963158369064,0.036943528801202774,0.35831785202026367,-0.3468564450740814,-0.26157650351524353,-0.1996225267648697,-0.04780235141515732,-0.34248805046081543,-0.4295760989189148,0.23480935394763947,-0.36586126685142517,0.08024992793798447,0.1161598265171051,-0.28500795364379883,-0.17679086327552795,-0.3671075999736786,0.059921007603406906,-0.2987786829471588,0.10774464905261993,0.1491909623146057,-0.2040313482284546,-0.058672018349170685,-0.009404483251273632,-0.11006837338209152,0.19732549786567688,0.2135874181985855,-0.15346625447273254,-0.18227466940879822,-0.1389809548854828,-0.08779428154230118,0.17965786159038544,-0.11591344326734543,0.1993645280599594,-0.020465193316340446,0.08936353772878647,-0.0395161435008049,-0.1458362489938736,-0.0538342222571373,0.4271491765975952,-0.30707234144210815,0.06315068900585175,-0.12468885630369186,-0.003484288463369012,-0.005499247927218676,-0.0016864270437508821,-0.35895055532455444
